roll|name|faction_id|faction_name|legend|type|description|id|,,,,,,,,,,,,
1|CONCEAL/REVEAL|AE|Aeldari|The psyker takes command of the darkness around them," using it to conceal their kin or reveal any opponents who skulk in the shadows.|Psychic Disciplines|<i>Conceal/Reveal</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Conceal (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," that unit receives the benefits of <a href=""/wh40k9ed/the-rules/core-rules/#Light-Cover"">Light Cover</a>.</li><li><b>Reveal (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next Psychic phase"," each time an <span class=""tooltip00560"" data-tooltip-content=""#tooltip_content00560"" data-tooltip-anchor=""#tooltip_content00560""><span class=""kwb"">ASURYANI</span></span> model from your army makes an attack"," that enemy unit does not receive the <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover"">benefits of cover</a> against that attack.</li></ul>|000000956002|",,,,,,,
2|EMBOLDEN/HORRIFY|AE|Aeldari|The psyker reaches into the minds of the battlefield's combatants," instilling their allies with valour or sapping courage from their enemies.|Psychic Disciplines|Embolden/Horrify has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Embolden (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>Add 2 to that unit’s Leadership characteristic.</li><li>At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," if that unit is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units"," it can fight first that phase.</li></ul></li><li><b>Horrify (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next Psychic phase:<br><ul><li>Subtract 2 from the Leadership characteristic of that unit.</li><li>At the start of the Fight phase", if that unit is within Engagement Range of any units from your army, that unit is not eligible to fight this phase until after all eligible units from your army have done so.</li></ul></li></ul>|000000956003|,,,,,,
3|ENHANCE/DRAIN|AE|Aeldari|Calling upon Khaine's immortal favour," the psyker enhances the combat skills of their allies or weakens those of their foes.|Psychic Disciplines|<i>Enhance/Drain</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Enhance (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a melee attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li><b>Drain (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next Psychic phase", each time a model in that unit makes a melee attack, subtract 1 from that attack’s hit roll.</li></ul>|000000956004|,,,,,,
4|PROTECT/JINX|AE|Aeldari|Chained by runes of power," fate itself is bound to the will of the psyker. Such power is the difference between life and death.|Psychic Disciplines|<i>Protect/Jinx</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Protect (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," improve the Save characteristic of models in that unit by 1 (to a maximum of 2+).</li><li><b>Jinx (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next Psychic phase", worsen the Save characteristic of models in that unit by 1 (to a maximum of 6+).</li></ul>|000000956005|,,,,,,,,
5|QUICKEN/RESTRAIN|AE|Aeldari|The psyker twists time," their outline blurring as they and their fellows move like phantoms across the field. Those cursed by such temporal manipulations find themselves moving as if through deep water.|Psychic Disciplines|<i>Quicken/Restrain</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Quicken (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. That unit can immediately make a <a href=""/wh40k9ed/the-rules/core-rules/#Normal-Move"">Normal Move</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance</a> or <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fall Back</a> as if it were the <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>. If it does so"," that unit is not eligible to shoot or declare a charge with this turn.</li><li><b>Restrain (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>Halve the Move characteristic of models in that unit.</li><li>That unit cannot perform <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">actions</a> (if that unit is currently performing an action", it immediately fails).</li></ul></li></ul>|000000956006|,,,,,,,
6|EMPOWER/ENERVATE|AE|Aeldari|The psyker helps their comrades to strike at their full potential," imbuing them with the strength of the Aeldari heroes of old whilst diminishing the powers of their foes.|Psychic Disciplines|<i>Empower/Enervate</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one of the following effects:<br><ul><li><b>Empower (Blessing):</b> Select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> unit within 18"" of this <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE""><span class=""kwb"">PSYKER</span></a>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a melee attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li><li><b>Enervate (Malediction):</b> Select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next Psychic phase", each time a model in that unit makes a melee attack, subtract 1 from that attack’s wound roll.</li></ul>|000000956007|,,,,,,
1|GUIDE|AE|Aeldari|The psyker twists the strands of destiny to their will," picking out targets from amidst the swirling chaos of battle and guiding the shots of their allies to where they might do the most harm.|Psychic Disciplines|<b>Blessing:</b> <i>Guide</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes an attack," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10 or more"," you can select one friendly <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span> or <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span> unit within 24"" of this <span class=""kwb"">PSYKER</span> instead.|000000957002|",,,,,,,
2|DOOM|AE|Aeldari|With a simple manipulation of that which is to come, the psyker grants a darkened fate to a chosen foe. While this shadow rests upon the enemy's soul, death seeks them out above all others," each blow or shot that comes their way rendered inescapably lethal.|Psychic Disciplines|<b>Malediction:</b> <i>Doom</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," each time a <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit from your army makes an attack that targets that enemy unit"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10 or more"," you can select one enemy unit within 24"" of this <span class=""kwb"">PSYKER</span> instead.|000000957003|",,,,,
3|FORTUNE|AE|Aeldari|The psyker series possible futures to foresee imminent danger, then aids their allies in avoiding it. The terrors of the warp recoil from the psyker's mind," while shots pass through thin air where Asuryani warriors stood but a moment before.|Psychic Disciplines|<b>Blessing:</b> <i>Fortune</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit would lose a wound, roll one D6: on a 5+," that wound is not lost. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10 or more"," you can select one friendly <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span> or <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span> unit within 24"" of this <span class=""kwb"">PSYKER</span> instead.|000000957004|",,,,,
4|EXECUTIONER|AE|Aeldari|The psyker summons an astral doppelganger and unleashes it upon the foe. This vengeful apparition carves a path through the enemy's ranks," each kill spurring it on as it rips apart flesh in a blaze of psychic energy.|Psychic Disciplines|<b>Witchfire:</b> <i>Executioner</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> units with a Wounds characteristic of 9 or less) within 18"" of this <span class=""kwb"">PSYKER</span>. That enemy unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If any enemy models are destroyed as a result of these mortal wounds"," that enemy unit suffers an additional D3 mortal wounds. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10 or more"," you can select one enemy unit (excluding <span class=""kwb"">CHARACTER</span> units with a Wounds characteristic of 9 or less) within 24"" of this <span class=""kwb"">PSYKER</span> instead.|000000957005|",,,,,,,,
5|WILL OF ASURYAN|AE|Aeldari|Sensing an approaching crux of destiny, the psyker summons the certainty and confidence of ancient days. Doubt and fear are washed from their mind," and those nearby gain grim resolve from the psyker's indomitable aura.|Psychic Disciplines|<b>Blessing:</b> <i>Will of Asuryan</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02021"" data-tooltip-content=""#tooltip_content02021"" data-tooltip-anchor=""#tooltip_content02021""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02022"" data-tooltip-content=""#tooltip_content02022"" data-tooltip-anchor=""#tooltip_content02022""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>That unit gains the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability.</li><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale test</a> is taken for that unit"," it is automatically passed.</li><li>If that unit is <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">performing an action</a>"," it can still make attacks with ranged weapons without that action failing.</li></ul>If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 8 or more"," you can select one friendly <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CORE</span> or <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">ASURYANI</span> <span class=""kwb"">CHARACTER</span> unit within 24"" of this <span class=""kwb"">PSYKER</span> instead.|000000957006|",,,,,,
6|MIND WAR|AE|Aeldari|The psyker reaches out to attack the mind of an enemy in a desperate mental duel. Foes find their thoughts invaded by the crushing presence of the invader, whose ancient and inscrutable will triggers a cascade of psychosomatic trauma," extinguishing the victim's personality with horrific ease.|Psychic Disciplines|<b>Witchfire:</b> <i>Mind War</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> model within 18"" of this <span class=""kwb"">PSYKER</span>. Roll one D6 and add this <span class=""kwb"">PSYKER</span>’s Leadership characteristic to the result of your roll. Your opponent then rolls one D6 and adds the Leadership characteristic of that enemy <span class=""kwb"">CHARACTER</span> model to the result of their roll. If your total result is greater than your opponent’s total result"," that enemy <span class=""kwb"">CHARACTER</span> model suffers a number of <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a> equal to the difference. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10 or more", you can roll 2D3 instead of one D6," and add the result to the Leadership characteristic of this <span class=""kwb"">PSYKER</span>.|000000957007|",,,,,,
1|MASS HYPNOSIS|GC|Genestealer Cults|The psyker exerts their mental dominion over their foes," placing them into a trance-like state so that the cult can take them apart at leisure.|Broodmind Discipline|<b>Malediction:</b> <i>Mass Hypnosis</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>Subtract 1 from the Attacks characteristic of models in that unit.</li><li>In the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>", that unit is not eligible to fight until after all eligible units from your army have done so.</li></ul>|000003158002|,,,,,,,,,
2|MIND CONTROL|GC|Genestealer Cults|The psyker stabs at the minds of their victims," stoking their doubts and assailing them with contrary directives.|Broodmind Discipline|<b>Malediction:</b> <i>Mind Control</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>Each time a model in that unit makes an attack"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was equal to or greater than that unit’s Leadership characteristic"," subtract 1 from that unit’s Leadership characteristic and subtract 1 from <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition tests</a> taken for that unit.</li></ul>|000003158003|",,,,,,,,
3|PSIONIC BLAST|GC|Genestealer Cults|With a screech of triumph," the psyker focuses the alien hatred of their kind into a blaze of pallid energies that consumes their enemies.|Broodmind Discipline|<b>Witchfire:</b> <i>Psionic Blast</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. For the purposes of selecting that enemy unit"," unless that enemy unit is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this <span class=""kwb"">PSYKER</span>"," the <a href=""/wh40k9ed/the-rules/core-rules/#Look-out-Sir"">Look Out"," Sir</a> rule applies as if this psychic power was a ranged weapon with a Range characteristic of 18"".<br><ul><li>That unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.</li><li>If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was equal to or greater than that unit’s Leadership characteristic", that unit suffers 3 mortal wounds instead of D3.</li></ul>|000003158004|,,,,,,
"4|MENTAL ONSLAUGHT|GC|Genestealer Cults|The psyker intensifies their hypnotic power to such a degree that it can cause their victims’ brains to swell to bursting point inside their skulls.|Broodmind Discipline|<b>Witchfire:</b> <i>Mental Onslaught</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of and visible to this <span class=""kwb"">PSYKER</span> and roll four D6: for each result of 5+"," that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>. If any models in that unit are destroyed as a result of those mortal wounds but that unit is not destroyed", keep repeating this process, reducing the number of dice rolled by 1 each time (e g. three D6 on the first repeat, two D6 on the second repeat) until any of the following conditions are met during that repeat:<br><ul><li>The number of dice to roll is 0.</li><li>You roll no results of 5+.</li><li>No enemy models are destroyed.</li></ul>|000003158005|,,,,,,,
5|PSYCHIC STIMULUS|GC|Genestealer Cults|The unknowable power of the cult’s gestalt soul flows into the psykers chosen instruments," spurring them into a religious frenzy that sees them attack with hyperactive speed.|Broodmind Discipline|<b>Blessing:</b> <i>Psychic Stimulus</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00742"" data-tooltip-content=""#tooltip_content00742"" data-tooltip-anchor=""#tooltip_content00742""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>ULT&gt;</span></span> unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>That unit is eligible to shoot and/or <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declare a charge</a> with in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advanced</a> or <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.</li><li>Models in that unit do not suffer the penalty incurred to their <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit rolls</a> for firing <a href=""/wh40k9ed/the-rules/core-rules/#ASSAULT"">Assault weapons</a> in the same turn in which their unit Advanced.</li></ul>|000003158006|",,,,,,,,,,
6|MIGHT FROM BEYOND|GC|Genestealer Cults|With a low whisper that rises to a scream, the psyker amplifies the alien might hidden within every cultist," swelling their bodies with empowering energy born of the void itself.|Broodmind Discipline|<b>Blessing:</b> <i>Might From Beyond</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00742"" data-tooltip-content=""#tooltip_content00742"" data-tooltip-anchor=""#tooltip_content00742""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>ULT&gt;</span></span> unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 1 to the Attacks characteristic of models in that unit.|000003158007|,,,,,,,,
1|GATE OF INFINITY|GK|Grey Knights|The psyker punches a corridor through the roiling immaterium," allowing him to cross great distances in the blink of an eye.|Dominus Discipline|<b>Blessing:</b> <i>Gate of Infinity</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00682"" data-tooltip-content=""#tooltip_content00682"" data-tooltip-anchor=""#tooltip_content00682""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">PSYKER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span> Remove that unit from the battlefield and then set it back up on the battlefield"," anywhere that is more than 9"" away from any enemy models.|000003988002|",,,,,,,,,
2|EMPYRIC AMPLIFICATION|GK|Grey Knights|In ritualistic patterns, the psyker overlays a complex web of blessed, psychic amplification around the doomed foe. Matching the intricate martial methods of his brother knights," each strike with their psychically empowered weapons through this field drives more of their manifested power into the enemy.|Dominus Discipline|<b>Malediction:</b> <i>Empyric Amplification</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 12"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," each time an attack made with a <a href=""/wh40k9ed/factions/grey-knights/#Nemesis-Weapons"">Nemesis</a> or <a href=""/wh40k9ed/factions/grey-knights/#Psi-Weapons"">psi weapon</a> is allocated to a model in that unit", add 1 to the Damage characteristic of that attack.|000003988003|,,,,,,
